stt,tinh,quan_huyen,xa_phuong,duong_pho,kc_duong_chinh,min_dorong_ngo,dien_tich,mat_tien,so_mattien,thoi_diem_hieu_luc,district,ward,REF_TINH_CODE,REF_HUYEN_CODE,REF_XA_CODE,don_gia1
73576,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường tỉnh lộ 419,0,10,70,7,1,2022-01-07 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.09
73601,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Định Công,270,3.3,35,4.1,1,2022-01-09 00:00:00,hoàng mai,hòang mai_định công,148873,150379,195342,0.075757714
73602,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Định Công,50,2.6,32.3,4.25,1,2022-01-09 00:00:00,hoàng mai,hòang mai_định công,148873,150379,195342,0.070120359
73605,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Sơn Hà,Đường liên xã,0,12,90,5,1,2022-01-09 00:00:00,phú xuyên,phú xuyên_sơn hà,148873,151880,151954,0.037555556
73606,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Sơn Hà,Đường liên xã,0,12,79.69999999,5,1,2022-01-09 00:00:00,phú xuyên,phú xuyên_sơn hà,148873,151880,151954,0.033945926
73639,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,150,2,35,3.2,1,2022-01-10 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.045714286
73640,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,300,2.2,64.5,4,1,2022-01-10 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.037984496
73641,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,300,2,48.8,3.18,1,2022-01-10 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.039959016
73642,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,350,2.15,150,8.64,2,2022-01-10 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.035109805
73705,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,Hoàng Quốc Việt,0,30,75.6,4.5,1,2022-01-08 00:00:00,bắc từ liêm,bắc từ liêm_cổ nhuế 1,148873,149087,195395,0.360838992
73706,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,0,6,100,5,1,2022-01-08 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.05472
73740,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đào Tấn,120,1.5,36,3.6,1,2022-01-04 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.086097222
73744,Thành phố Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,Mai Dịch,200,5,44,3.7,2,2022-01-04 00:00:00,cầu giấy,cầu giấy_mai dịch,148873,149252,195293,0.14075
73764,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đào Tấn,160,3,55,4,1,2022-01-04 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.106
73765,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đào Tấn,160,2.5,81,4,1,2022-01-04 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.114202469
73811,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,100,4,67.8,5.8,2,2022-01-03 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.05704018
73813,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,Ngọc Lâm,0,20,65,4.5,2,2022-01-04 00:00:00,long biên,long biên_ngọc lâm,148873,150530,195283,0.215307692
73814,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,Ngọc Lâm,0,20,45,4,2,2022-01-04 00:00:00,long biên,long biên_ngọc lâm,148873,150530,195283,0.188833333
73815,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,Long biên 2,0,7.5,45,3.64,2,2022-01-04 00:00:00,long biên,long biên_ngọc lâm,148873,150530,195283,0.180312542
73831,Thành phố Hà Nội,Huyện Mỹ Đức,Xã Hợp Tiến,Liên xã,0,8,100,5,1,2022-01-04 00:00:00,mỹ đức,mỹ đức_hợp tiến,148873,151795,151874,0.015
73839,Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,Nguyễn Văn Cừ,0,30,55,5.2,1,2022-01-04 00:00:00,long biên,long biên_gia thụy,148873,150530,195282,0.219318182
73840,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường liên thôn,0,5,45,4,3,2022-01-04 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.033706667
73857,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Đường nối từ đường Vành đai 3 đến hết khu tái định cư X2A phường Yên Sở,650,10,80,4.71,2,2022-01-04 00:00:00,hoàng mai,hòang mai_yên sở,148873,150379,195353,0.085
73858,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Đường nối từ đường Vành đai 3 đến hết khu tái định cư X2A phường Yên Sở,500,10,60,5,2,2022-01-04 00:00:00,hoàng mai,hòang mai_yên sở,148873,150379,195353,0.1152
73859,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Đường nối từ đường Vành đai 3 đến hết khu tái định cư X2A phường Yên Sở,450,10,80,5.33,2,2022-01-04 00:00:00,hoàng mai,hòang mai_yên sở,148873,150379,195353,0.09525
73860,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Đường nối từ đường Vành đai 3 đến hết khu tái định cư X2A phường Yên Sở,600,7.5,80,17,3,2022-01-04 00:00:00,hoàng mai,hòang mai_yên sở,148873,150379,195353,0.088027833
73869,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,300,2.1,251,12.9,1,2022-01-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.012
73872,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,Đường Cầu Diễn (QL32),500,2,35,3.5,1,2022-01-04 00:00:00,bắc từ liêm,bắc từ liêm_minh khai,148873,149087,195394,0.048928571
73884,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường quốc lộ 32,290,5,70.8,4.3,1,2022-01-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.03906
73886,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Thuấn,"Đường liên xã Thanh Đa, Tam Thuấn, Hát Môn: Từ giáp cầu Bảy Quốc lộ 32 đến giáp đường tỉnh lộ 417 địa phận Hát Môn",1000,3.2,124,7,1,2022-01-04 00:00:00,phúc thọ,phúc thọ_tam thuấn,148873,151998,152058,0.008145555
73896,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Đình,Bùi Xương Trạch,105,1.87,34.2,3.39,1,2022-01-04 00:00:00,thanh xuân,thanh xuân_khương đình,148873,150965,195361,0.067091539
73897,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Quyết Thắng,100,1.8,43,3.5,1,2022-01-04 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.038372093
73898,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Quyết Thắng,50,1.8,40,3.58,1,2022-01-04 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.03875
73899,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Quyết Thắng,100,2,33,4,1,2022-01-04 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.040909091
73900,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Quyết Thắng,25,1.85,30,4.03,1,2022-01-04 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.040114949
73903,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,400,3,61.3,4,1,2022-01-04 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.015171289
73904,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,400,3,56,4.2,1,2022-01-04 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.017857143
73905,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,400,3.2,85.09999999,5.25,1,2022-01-04 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.014956052
73910,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Liên Hiệp,Đường liên thôn,0,3.5,100,5,1,2022-01-04 00:00:00,phúc thọ,phúc thọ_liên hiệp,148873,151998,152042,0.02
73911,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Liên Hiệp,Đường liên thôn,0,3.5,82.5,5.92,1,2022-01-04 00:00:00,phúc thọ,phúc thọ_liên hiệp,148873,151998,152042,0.017
73913,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên xã,150,1.7,122,2,1,2022-01-04 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.009
73936,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,Đường tỉnh lộ 417 (đường tỉnh lộ 83 cũ),30,7.5,67.5,5,1,2022-01-04 00:00:00,đan phượng,đan phượng_phương đình,148873,151297,151343,0.037037037
73937,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,Đường tỉnh lộ 417 (đường tỉnh lộ 83 cũ),30,7.5,67.5,5,1,2022-01-04 00:00:00,đan phượng,đan phượng_phương đình,148873,151297,151343,0.036592593
73938,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,Đường tỉnh lộ 417 (đường tỉnh lộ 83 cũ),40,7.5,80.9,7.05,2,2022-01-04 00:00:00,đan phượng,đan phượng_phương đình,148873,151297,151343,0.037997528
73939,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,Đường tỉnh lộ 417 (đường tỉnh lộ 83 cũ),40,7.5,67.50000001,6.88,2,2022-01-04 00:00:00,đan phượng,đan phượng_phương đình,148873,151297,151343,0.037945349
73940,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,3.5,57,10.3,1,2022-01-04 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.022
73948,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,Đất ở khu dân cư nông thôn (Xã Mai Lâm),150,5,47,5.3,2,2022-01-01 00:00:00,đông anh,đông anh_mai lâm,148873,151363,151448,0.04893617
73949,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,Đất ở khu dân cư nông thôn (Xã Mai Lâm),250,4.2,62,4,1,2022-01-01 00:00:00,đông anh,đông anh_mai lâm,148873,151363,151448,0.041935484
73968,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,Đất ở khu dân cư nông thôn (Xã Mai Lâm),200,4.3,171,17.57,2,2022-01-01 00:00:00,đông anh,đông anh_mai lâm,148873,151363,151448,0.036367933
73986,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đặng Xá,Đê 20,140,1.9,67.29999999,5,1,2022-01-04 00:00:00,gia lâm,gia lâm_đặng xá,148873,151480,151570,0.020574464
73997,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy (mặt đê và đường gom chân đê),0,8.5,110,5.1,1,2022-01-04 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.116363636
73998,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy (mặt đê và đường gom chân đê),0,8.5,105,5.8,1,2022-01-04 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.094622857
74004,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường tỉnh lộ 419,1300,6,100.8,5.3,1,2022-01-04 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.0196
74019,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,Tạ Quang Bửu,200,4,45,4.8,2,2022-01-17 00:00:00,hai bà trưng,hai bà trưng_bách khoa,148873,149556,195332,0.14336
74020,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,Lê Thanh Nghị,100,4,76,5.5,1,2022-01-17 00:00:00,hai bà trưng,hai bà trưng_bách khoa,148873,149556,195332,0.133289474
74027,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Đường Ninh Hiệp,100,2.2,131,11,2,2022-01-17 00:00:00,gia lâm,gia lâm_ninh hiệp,148873,151480,151554,0.051820674
74043,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,Đường Liên xã,250,2.6,192,13.21,2,2022-01-14 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.014361667
74065,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường liên thôn,71,3.3,95.5,4.9,2,2022-01-17 00:00:00,thạch thất,thạch thất_bình yên,148873,152286,152365,0.014659686
74066,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường liên thôn,150,3.3,75,5,1,2022-01-17 00:00:00,thạch thất,thạch thất_bình yên,148873,152286,152365,0.013
74067,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường liên thôn,160,3.3,75,5,1,2022-01-17 00:00:00,thạch thất,thạch thất_bình yên,148873,152286,152365,0.013
74068,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường liên thôn,163,3.3,60,5.41,1,2022-01-17 00:00:00,thạch thất,thạch thất_bình yên,148873,152286,152365,0.013015707
74070,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,Đất ở khu dân cư nông thôn (Xã Tiền Phong),1300,7,78,6.55,1,2022-01-17 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.090152857
74074,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Nam Dư,100,4.5,37,4.2,1,2022-01-17 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.065562838
74075,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Nam Dư,90,4.5,68.1,12.2,2,2022-01-17 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.062582589
74089,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Xã Đàn,200,2.3,45,4,1,2022-01-17 00:00:00,đống đa,đống đa_nam đồng,148873,149387,195309,0.085777778
74090,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Xã Đàn,0,1.5,37,2.88,1,2022-01-17 00:00:00,đống đa,đống đa_nam đồng,148873,149387,195309,0.074088326
74092,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Đường Ngô Xuân Quảng,500,3.5,101,4.05,1,2022-01-17 00:00:00,gia lâm,gia lâm_trâu quỳ,148873,151480,151490,0.046534653
74093,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Đường Ngô Xuân Quảng,450,3,67,4.2,1,2022-01-17 00:00:00,gia lâm,gia lâm_trâu quỳ,148873,151480,151490,0.046786285
74108,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Đại Thắng,Đất ở khu dân cư nông thôn (Xã Đại Thắng),0,5,273,4,1,2022-01-14 00:00:00,phú xuyên,phú xuyên_đại thắng,148873,151880,151964,0.017948718
74109,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Đại Thắng,Quốc lộ 1A,1750,8,96.6,4.9,1,2022-01-14 00:00:00,phú xuyên,phú xuyên_đại thắng,148873,151880,151964,0.019875776
74110,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Đại Thắng,Đất ở khu dân cư nông thôn (Xã Đại Thắng),0,5,200,4,1,2022-01-14 00:00:00,phú xuyên,phú xuyên_đại thắng,148873,151880,151964,0.0195
74114,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Hoa Lâm,20,8,128,6.3,2,2022-01-14 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.109375
74115,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Hoa Lâm,50,8,100,5,1,2022-01-14 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.099
74116,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Hoa Lâm,30,11,96,5.8,1,2022-01-14 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.119791667
74117,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đức Giang,Tỉnh lộ 422,200,3,100,5,1,2022-01-14 00:00:00,hoài đức,hòai đức_đức giang,148873,151598,151653,0.028
74123,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,Đường liên thôn,900,5.5,87.3,5,1,2022-01-14 00:00:00,ba vì,ba vì_yên bài,148873,151065,151177,0.018327606
74124,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,Đường liên thôn,850,5.5,116,6,1,2022-01-14 00:00:00,ba vì,ba vì_yên bài,148873,151065,151177,0.018103448
74125,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,Đường liên thôn,950,5.5,100,5,1,2022-01-14 00:00:00,ba vì,ba vì_yên bài,148873,151065,151177,0.0175
74126,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,Đường liên thôn,950,5.5,116.5,4.66,1,2022-01-14 00:00:00,ba vì,ba vì_yên bài,148873,151065,151177,0.01755311
74136,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Liên Hiệp,Đường tỉnh lộ 421,130,6.5,105,5.03,2,2022-01-14 00:00:00,phúc thọ,phúc thọ_liên hiệp,148873,151998,152042,0.021163333
74137,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường 419,0,20,124.7,8.97,2,2022-01-14 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.07006
74141,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Trục đường liên thôn,30,4.3,88.4,10.08,1,2022-01-14 00:00:00,gia lâm,gia lâm_ninh hiệp,148873,151480,151554,0.063266667
74144,Thành phố Hà Nội,Huyện Thạch Thất,Xã Chàng Sơn,Đường liên thôn,10,2,66,5.85,1,2022-01-17 00:00:00,thạch thất,thạch thất_chàng sơn,148873,152286,152355,0.016
74157,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,Ngô Quyền,200,2,32,3.16,1,2022-01-17 00:00:00,hà đông,hà đông_quang trung,148873,149779,195404,0.064764847
74184,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đức Giang,Tỉnh lộ 422,230,3,252,15.51,1,2022-01-14 00:00:00,hoài đức,hòai đức_đức giang,148873,151598,151653,0.021563069
74185,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Đê Minh Khai,100,12,70,5,1,2022-01-14 00:00:00,hoài đức,hòai đức_minh khai,148873,151598,151659,0.043981054
74250,Thành phố Hà Nội,Huyện Thường Tín,Thị trấn Thường Tín,DT427,0,15,40,2.6,1,2022-01-14 00:00:00,thường tín,thường tín_thường tín,148873,152587,152588,0.08955
74251,Thành phố Hà Nội,Huyện Thường Tín,Thị trấn Thường Tín,Đường Hùng Nguyên - Đường Trần Lư (Quốc Lộ 1A: từ giáp xã Văn Bình đến giáp xã Hà Hồi),0,12,60,3.92,1,2022-01-14 00:00:00,thường tín,thường tín_thường tín,148873,152587,152588,0.091875
74327,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,Đường liên xã,0,7,108,6,1,2022-01-14 00:00:00,thạch thất,thạch thất_thạch xá,148873,152286,152357,0.06
74328,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,Đường liên xã,0,7,108,6,1,2022-01-14 00:00:00,thạch thất,thạch thất_thạch xá,148873,152286,152357,0.06
74329,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,Đường liên xã,0,7,108,6,1,2022-01-14 00:00:00,thạch thất,thạch thất_thạch xá,148873,152286,152357,0.06
74330,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,Đường liên xã,0,7,108,6,1,2022-01-14 00:00:00,thạch thất,thạch thất_thạch xá,148873,152286,152357,0.06
74378,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,Đường quốc lộ 32,0,10,90,6,1,2022-01-17 00:00:00,phúc thọ,phúc thọ_ngọc tảo,148873,151998,152046,0.04
74379,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,Đường quốc lộ 32,0,10,90,6,1,2022-01-17 00:00:00,phúc thọ,phúc thọ_ngọc tảo,148873,151998,152046,0.04
74380,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,Đường quốc lộ 32,0,10,90,6,1,2022-01-17 00:00:00,phúc thọ,phúc thọ_ngọc tảo,148873,151998,152046,0.04
74381,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,Đường quốc lộ 32,0,10,94.1,5.95,1,2022-01-17 00:00:00,phúc thọ,phúc thọ_ngọc tảo,148873,151998,152046,0.04
74486,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đông Dư,ĐT379,550,2.5,33,3.6,1,2022-01-14 00:00:00,gia lâm,gia lâm_đông dư,148873,151480,195368,0.039393939
74487,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đông Dư,ĐT379,400,2.5,35.7,3.78,1,2022-01-14 00:00:00,gia lâm,gia lâm_đông dư,148873,151480,195368,0.042016807
74488,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đông Dư,ĐT379,620,3,35,3.4,1,2022-01-14 00:00:00,gia lâm,gia lâm_đông dư,148873,151480,195368,0.04
74489,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đông Dư,ĐT379,600,1.8,35.89999999,4,1,2022-01-14 00:00:00,gia lâm,gia lâm_đông dư,148873,151480,195368,0.034660317
